#-символ переноса строки, использовать вместо Entera;;;;;;;;;;
Номера по спискам;Русский;English;中文;Deutsch;Español;Français;Italiano;Português;Polski;Türkçe
Sacrificial_blood;Активирует на цели эффект, действующий до смерти заклинателя:##Каждый процент здоровья, потерянный целью с модификатором, восполняет заклинателю ~bl~3%~/~ запаса энергии.#Каждый раз, когда цели модификатора наносится урон, заклинатель получает ~lg~+15%~/~ к силе магии, а активные перезарядки его способностей уменьшаются на ~w~2~/~ хода.;Marks the target with the effect, which lingers until the caster's death:##The caster replenishes ~bl~3%~/~ Max Energy for each missing percent of the affected target's Max Health..##Whenever the target affected by this effect takes Damage, the caster gains ~lg~+15%~/~ Magic Power and their active Сooldowns are reduced by ~w~2~/~ turns.;令目标获得以下效果，效果直至施法者死亡才会消失：##攻击对象生命相较生命上限每少一个百分点，施法者便恢复精力上限~bl~3%~/~的精力。##每当这个状态影响的对象受到伤害，施法者法力便增强~lg~+15%~/~，且正在冷却的能力冷却时间减少~w~2~/~个回合。;Zeichnet das Ziel mit folgendem Effekt, der bis zum Tod des Zaubernden bestehen bleibt:##Der Zaubernde füllt ~bl~3%~/~ max. Energie für jedes fehlende Prozent der max. Gesundheit des Ziels auf.##Wann immer das Ziel Schaden erleidet, bekommt der Zaubernde ~lg~+15%~/~ Magische Kraft und seine aktiven Abklingzeiten werden um ~w~2~/~ Runden reduziert.;;;;;Piętnuje cel efektem, który utrzymuje się do momentu śmierci rzucającego:##Rzucający odnawia ~bl~3%~/~ Maksymalnej Energii za każdy procent brakującego Maksymalnego Zdrowia celu.##Za każdym razem, gdy cel objęty tym efektem otrzyma Obrażenia rzucający otrzymuje ~lg~+15%~/~ mocy Magii oraz jego Czasy Odnowienia są zredukowane o ~w~2~/~ tury.;
Vampire_Rune;Создаёт на указанной клетке руну.##Если на неё наступает враг, наносит ему ~p~нечестивый урон~/~, исцеляя заклинателю эквивалентное количество здоровья, и перманентно увеличивает запас здоровья заклинателя.;Creates a rune in a targeted tile.##If stepped on by an enemy, deals ~p~Unholy Damage~/~, Replenishes an equal amount of Health to the caster and permanently increases the caster's Max Health.;目标方格产生一个符文。##如果敌人踩中符文，造成~p~邪术伤害~/~，令施法者恢复与伤害数值等量的生命，并永久提高施法者的生命上限。;Erschafft im anvisierten Feld eine Rune.##Tritt ein Feind auf sie, erleidet er ~p~Unheiligen Schaden~/~, füllt in gleicher Menge die Gesundheit des Zaubernden auf, und erhöht permanent die max. Gesundheit des Zaubernden.;;;;;Tworzy runę na wybranym polu.##Jeżeli przeciwnik na nią wejdzie otrzymuje ~p~obrażenia Przeklęte~/~, Odnawia tą samą ilość Zdrowia rzucającemu i permanentnie zwiększa mu Maksymalne Zdrowie.;
Sign_of_Darkness;Создаёт на указанной клетке метку.#Если на неё наступает враг, наносит ему ~p~нечестивый урон~/~ и проклинает его.;Creates a mark in a targeted tile.#If stepped on by an enemy, deals ~p~Unholy Damage~/~ and applies Curse.;目标方格产生一个符文。##如果敌人踩中符文，造成~p~邪术伤害~/~，并降下诅咒。;Erschafft ein Zeichen auf dem Zielfeld.#Tritt ein Gegner darauf, erleidet er ~p~Unheiligen Schaden~/~ und wird Verflucht.;;;;;Tworzy znak na wybranym polu.#Jeżeli na pole wejdzie przeciwnik, otrzymuje ~p~obrażenia Przeklęte~/~ oraz Klątwę.;
Summon_Blood_Golem;Призывает ~r~Кровяного голема~/~ в указанную клетку.;Summons ~w~Blood Golem~/~ in a targeted tile.;在目标方格召唤一个~w~赤血魔像~/~。;Beschwört einen ~w~Blutgolem~/~ auf dem Zielfeld.;;;;;Przywołuje ~w~Krwawego Golema~/~ na wybranym polu.;
;;;;;;;;;;
;///// ПРОЗЕЛИТЫ И ПРОЛОГ;;;;;;;;;
;;;;;;;;;;
Flesh_Explosion;Если запас здоровья ~w~Кровяного голема~/~ достигает ~r~0%~/~, он взрывается спустя один ход, нанося ~p~нечестивый~/~ и ~g~разъедающий~/~ урон.;If ~w~Blood Golem's~/~ Health reaches ~r~0%~/~, he explodes after one turn delay, dealing ~p~Unholy~/~ and ~w~Caustic~/~ Damage.;如果~w~赤血魔像~/~生命为~r~0%~/~，他会在一个回合之后爆炸，造成~p~邪术~/~伤害和~w~腐蚀~/~伤害。;Wenn die Gesundheit des ~w~Blutgolems~/~ ~r~0%~/~ erreicht, explodiert er nach einer Verzögerung von einer Runde, und verursacht dabei ~p~Unheiligen-~/~ und ~w~Ätzenden~/~ Schaden.;;;;;Jeżeli zdrowie ~w~Krwawego Golema~/~ osiągnie ~r~0%~/~, eksploduje po jednej turze, zadając obrażenia ~p~Przeklęte~/~ oraz od ~w~Kwasu~/~.;
Blood_Vow;Накладывает на всех вампиров в зоне видимости бонус к эффективности лечения, скорости восст. здоровья, похищению жизни и затратам на способности.;Grants all vampires within Vision a bonus to Healing Efficiency, Health Restoration, Life Drain and reduces Abilities Energy Cost.;令视野内所有吸血鬼的治疗效果、生命恢复和生命吸取获得加成，同时减少他们能力的精力消耗。;Gewährt allen Vampiren innerhalb des Sichtfelds einen Bonus zur Heilungseffizienz, Gesundheitsregeneration, Lebensentzug, und reduiziert die Energiekosten für Fertigkeiten.;;;;;Daje wszystkim wampirom w zasięgu Widoku bonus do Skuteczności Leczenia, Odnawiania Zdrowia, Wykradania Zdrowia oraz obniża koszt Energii dla zdolności.;
Crimson_Banner;Создаёт в указанной клетке багровый стяг.##Все вампиры в зоне вокруг него получают бонус к наносимому урону, похищению жизни, шансу крита и времени восст. способностей.;Creates a Crimson Banner in a targeted tile.##All vampires within its Area of Effect are granted a bonus to Damage Dealt, Life Drain, Crit Chance and have reduced Cooldown Duration.;目标方格产生一个绯红旌旗。##其效果范围内所有吸血鬼的伤害、生命吸取和暴击几率获得加成，同时能力冷却时间缩短。;Erschafft ein Purpurbanner im Zielfeld.##Allen Vampiren im Wirkungsbereich wird ein Bonus zum Ausgeteilten Schaden, Lebensentzug und Krit. Chance gewährt. Die Abklingzeiten sind reduziert.;;;;;Tworzy Karmazynowy Baner w wybranym polu.##Wszystkie wampiry w jego zasięgu działania otrzymują bonus do zadawanych Obrażeń, Wykradania Zdrowia, szansy na obr. Krytyczne oraz mają zmniejszone Czasy Odnowień.;
Bestial_Charge;Совершает рывок на ~w~5~/~ клеток. Первой цели на траектории наносится ~lg~666%~/~ урона.##Если во время рывка Архонт натыкается на объект окружения, его ~w~оглушает~/~ на ~w~2~/~ хода.;Charges forward in a ~w~5~/~ tiles line. The first target in its path takes ~lg~666%~/~ damage.##If Archon collides with the scenery during the charge, he is ~w~Stunned~/~ for ~w~2~/~ turns.;沿直线冲到~w~5~/~个方格开外的位置。中途撞到的第一个目标受到~lg~666%~/~的伤害。##如果统领中途撞到环境元素，则~w~硬直~/~~w~2~/~个回合。;Stürmt in einer Linie von ~w~5~/~ Feldern vor. Das erste Ziel erleidet ~lg~666%~/~ Schaden.##Kollidiert der Archont dabei mit einem festen Hinderniss, wird er ~w~Betäubt~/~ für ~w~2~/~ Runden.;;;;;Szarża w stronę celu o zasięgu ~w~5~/~ pól. Pierwszy cel na trasie szarży otrzymuje ~lg~666%~/~ obrażeń.##Jeżeli Archon uderzy swoją szarżą w obiekt lub ściany, jest ~w~Ogłuszony~/~ na ~w~2~/~ tury.;
Backwards_Dash;Отпрыгивает на расстояние до двух клеток, получая ~lg~+66%~/~ к шансу уворота и ~lg~-33%~/~ к получаемому урону на следующий ход.;Jumps back 2 tiles or less, gains ~lg~+66%~/~ Dodge Chance and ~lg~-33%~/~ Damage Taken for the next turn.;向后跳最多2个方格，下一回合躲闪几率~lg~+66%~/~，所受伤害~lg~-33%~/~。;Springt 2 Felder oder weniger zurück, erhält ~lg~+66%~/~ Ausweichen-Chance und ~lg~-33%~/~ Erlittener Schaden für die nächste Runde.;;;;;Odskok na odległość 2 lub mniej pól. Dodatkowo ~lg~+66%~/~ szansy na Unik oraz ~lg~-33%~/~ otrzymanych Obrażeń w następnej turze.;
Phantom_Bats;Отмечает зону.##Спустя ход выпускает в неё стаю призрачных нетопырей, наносящих ~p~26 нечестивого урона~/~ и ~p~проклинающих~/~ цель на ~w~13~/~ ходов.;Marks an area.##Next turn releases a swarm of spectral bats at it, dealing ~p~26 Unholy Damage~/~ and applying ~p~Curse~/~ for ~w~13~/~ turns.;标记一个范围。##下一回合，向这个范围施放一群幽灵蝙蝠，造成~p~26点邪术伤害~/~，并降下持续~w~13~/~个回合的~p~诅咒~/~。;Markiert einen Bereich.##In der nächsten Runde erscheint dort ein Schwarm Spektralfledermäuse, die ~p~26 Unheiligen Schaden~/~ anrichten. Außerdem wird ~p~Fluch~/~ für ~w~13~/~ Runden angewendet.;;;;;Oznacza obszar.##W następnej turze wypuszcza chmarę widmowych nietoperzy, które zadają ~p~26 Przeklętych Obrażeń~/~ i nakładają ~p~Klątwę~/~ na ~w~13~/~ tur.;
Swipe;Наносит удар с ~lg~+100%~/~ к шансу отбрасывания по всем целям в трёх клетках.;Performs a strike across three adjacent tiles with ~lg~+100%~/~ Knockback Chance.;对三个临近方格发动一次打击，本次打击击退几率~lg~+100%~/~。;Führt einen Angriff über drei angrenzende Felder aus mit ~lg~+100%~/~ Zurückstoßen-Chance.;;;;;Wykonuje atak o zasięgu trzech pobliskich pól mający ~lg~+100%~/~ szansy na Odrzucenie.;
Corpse_Devourment;Пожирает труп, восполняя ~lg~33%~/~ запаса здоровья и ~bl~33%~/~ запаса энергии.;Devours a corpse, replenishing ~lg~33%~/~ Max Health and ~bl~33%~/~ Max Energy.;吞食一具尸体，恢复生命上限~lg~33%~/~的生命和精力上限~bl~33%~/~的精力。;Vertilgt eine Leiche. Füllt ~lg~33%~/~ max. Gesundheit und ~bl~33%~/~ max. Energie wieder auf.;;;;;Pożera ciało, odnawiając ~lg~33%~/~ Maksymalnego Zdrowia oraz ~bl~33%~/~ Maksymalnej Energii.;
Blood_Puddle;Отмечает зону. Спустя ход образует на ней лужу бурлящей крови.##Лужа существует ~w~2~/~ хода и наносит ~p~15 нечестивого урона~/~ и ~g~15 разъедающего урона~/~ каждый ход.;Marks an area. Next turn pours a puddle of boiling blood in it.##Puddles persist for ~w~2~/~ turns and deal ~p~15 Unholy Damage~/~ and ~g~15 Caustic Damage~/~ per turn.;标记一个范围。下一回合，这里出现一滩沸腾的鲜血。##血泊持续~w~2~/~个回合，每个回合造成~p~15点邪术伤害~/~和~g~15点腐蚀伤害~/~。;Markiert einen Bereich. In der nächsten Runde erscheint dort eine Pfütze kochenden Blutes.##Pfützen bestehen für ~w~2~/~ Runden und verursachen ~p~15 Unheiligen Schaden~/~ und ~g~15 Säureschaden~/~ pro Runde.;;;;;Oznacza obszar. W następnej turze wylewa na obszar wrzącą krew.##Krew utrzymuje się ~w~2~/~ tury i zadaje ~p~15 Obrażeń Przeklętych~/~ oraz ~g~15 Obrażeń od Kwasu~/~ na turę.;
Blood_Clot;Выпускает в цель сгусток крови, наносящий ~p~4 нечестивого урона~/~ и ~g~4 разъедающего урона~/~.;Launches a clot of blood at the target, dealing ~p~4 Unholy Damage~/~ and ~g~4 Caustic Damage~/~.;将一个血块砸向目标，造成~p~4点邪术伤害~/~和~g~4点腐蚀伤害~/~。;Schleudert einen Blutklumpen auf das Ziel. Dabei wird ~p~4 Unheiliger Schaden~/~ und ~g~4 Säureschaden~/~ verursacht.;;;;;Pluje na cel krwią, zadając ~p~4 Obrażeń Przeklętych~/~ oraz ~g~4 Obrażeń od Kwasów~/~.;
Summon_Zombie;Оживляет тело в одной из груд трупов.;Reanimates one of the bodies in the corpse pile.;复活尸堆里的一具尸体。;Reanimiert eine der Leichen aus dem Leichenhaufen.;;;;;Wskrzesza jedno z ciał nieszczęśników z pobliskiego stosu.;
Unholy_Ritual;Восполняет ~lg~50%~/~ запаса здоровья всем зомби и даёт им ~lg~+50%~/~ к наносимому урону.;Replenishes ~lg~50%~/~ of Max Health to all zombies and grants them ~lg~+50%~/~ Damage.;令所有僵尸恢复生命上限~lg~50%~/~的生命且伤害~lg~+50%~/~。;Füllt ~lg~50%~/~ der max. Gesundheit bei allen Zombies wieder auf und gewährt ihnen ~lg~+50%~/~ Schaden.;;;;;Odnawia ~lg~50%~/~ Maksymalnego Zdrowia wszystkim zombie oraz zwiększa ich Obrażenia o ~lg~+50%~/~.;
Vampiric_Blood;Восполняет ~lg~6%~/~ запаса здоровья и ~bl~12%~/~ энергии.##Активирует эффект на ~w~3~/~ хода:##~lg~+20%~/~ к похищению жизни#Восполняет ~lg~6%~/~ запаса здоровья и ~bl~12%~/~ запаса энергии каждый ход.;Replenishes ~lg~6%~/~ Max Health and ~bl~12%~/~ Max Energy.##Activates the following effect for ~w~3~/~ turns:##~lg~+20%~/~ Life Drain#Replenishes ~lg~6%~/~ Max Health and ~bl~12%~/~ Max Energy per turn.;恢复生命上限~lg~6%~/~的生命和精力上限~bl~12%~/~的精力。##触发以下效果，持续~w~3~/~个回合：##生命吸取~lg~+20%~/~#每个回合恢复生命上限~lg~6%~/~的生命和精力上限~bl~12%~/~的精力。;Füllt ~lg~6%~/~ max. Gesundheit und ~bl~12%~/~ max. Energie wieder auf.##Aktiviert den folgenden Effekt für ~w~3~/~ Runden:##~lg~+20%~/~ Lebensentzug#Füllt pro Runde ~lg~6%~/~ max Gesundheit und ~bl~12%~/~ max. Energie wieder auf.;;;;;Odnawia ~lg~6%~/~ Maksymalnego Zdrowia oraz ~bl~12%~/~ Maksymalnej Energii.##Aktywuje poniższe efekty na ~w~3~/~ tury:##~lg~+20%~/~ Wykradania Zdrowia#Odnawia ~lg~6%~/~ Maksymalnego Zdrowia i ~bl~12%~/~ Maksymalnej Energii na turę.;
Blood_Craze;Жертвует ~r~5%~/~ запаса здоровья и активирует эффект на ~w~10~/~ ходов:##~lg~+30%~/~ к урону##Каждый успешный удар по врагу продлевает длительность эффекта на ~lg~1~/~ ход и увеличивает его степень (вплоть до ~w~4-й~/~).;Sacrifices ~r~5%~/~ Max Health and activates the following effect for ~w~10~/~ turns:##~lg~+30%~/~ Damage##Each successful attack prolongs the duration of this effect by ~lg~1~/~ turn and grants an extra stack of it (up to ~w~4~/~ stacks).;牺牲生命上限~r~5%~/~的生命，触发以下效果，持续~w~10~/~个回合：##伤害~lg~+30%~/~###每次攻击成功会令这个效果持续时间延长~lg~1~/~个回合，还会叠加~lr~1~/~层（最多~w~4~/~层）。;Opfert ~r~5%~/~ max. Gesundheit und aktiviert den folgenden Effekt für ~w~10~/~ Runden:##~lg~+30%~/~ Schaden##Jeder erfolgreiche Angriff verlängert die Dauer des Effekts um ~lg~1~/~ Runde, und gewährt einen zusätzlichen Stapel davon (bis zu ~w~4~/~ Stapel).;;;;;Poświęca ~r~5%~/~ Maksymalnego Zdrowia i aktywuje poniższe efekty na ~w~10~/~ tur:##~lg~+30%~/~ Obrażeń##Każdy udany atak przedłuża trwanie efektów o ~lg~1~/~ turę oraz potęguje efekt (do ~w~4~/~).;
Willing_Sacrifice;Активирует эффект на ~w~10~/~ ходов:##Каждый раз, когда кастер ~r~теряет~/~ здоровье, аналогичное количество здоровья ~lg~восстанавливается~/~ всем союзникам в его зоне видимости, а их активные перезарядки уменьшаются на ~w~1~/~ ход.;Activates the following effect for ~w~10~/~ turns:##Each time the caster takes ~r~Damage~/~, the same amount of health is ~lg~replenished~/~ for their allies within the caster's Vision and their active Cooldowns are reduced by ~w~1~/~ turn.;触发以下效果，持续~w~10~/~个回合：##每当施法者受到~r~伤害~/~，施法者视野内的战友便~lg~恢复~/~等量的生命，而且战友当前正在冷却的能力冷却时间会缩短~w~1~/~个回合。;Aktiviert den folgenden Effekt für ~w~10~/~ Runden:##Jedes Mal, wenn der Zaubernde ~r~Damage~/~ erleidet, wird die gleiche Menge Gesundheit ~lg~aufgefüllt~/~ für alle Verbündeten in seinem Sichtfeld. Außerdem werden ihre aktiven Abklingzeiten um ~w~1~/~ Runde reduziert.;;;;;Aktywuje poniższe efekty na ~w~10~/~ tur:##Za każdym razem, kiedy rzucający otrzyma ~r~Obrażenia~/~, ta sama ilość Zdrowia jest ~lg~odnawiana~/~ jego sojusznikom w zasięgu jego Widoku, a ich aktywne Czasy Odnowień są zmniejszone o ~w~1~/~ turę.;
Chain_Strike;Бьёт цепью, нанося ~r~-50%~/~ урона с ~lg~50%~/~ к шансу ошеломления и ~lg~50%~/~ к шансу отбрасывания.;Strikes with a chain with ~r~-75%~/~ Damage, ~lg~50%~/~ Daze Chance and ~lg~50%~/~ Knockback Chance.;锁链攻击伤害~r~-75%~/~，有~lg~50%~/~的几率击晕，有~lg~50%~/~的几率击退。;Angriff mit einer Kette, der ~r~-75%~/~ Schaden, ~lg~50%~/~ Benommen-Chance und ~lg~50%~/~ Zurückstoßen-Chance hat.;;;;;Atakuje sekwencją ciosów mających ~r~-75%~/~ Obrażeń, ~lg~50%~/~ szansy na Dezorientację oraz ~lg~50%~/~ szansy na Odrzucenie.;
Lash_Blessing;Бьёт плетью себя или союзника, нанося ~r~-75%~/~ урона и активируя эффект ~lg~"Боевой раж"~/~ на ~w~10~/~ ходов:##~lg~+25%~/~ к урону#~lg~+10%~/~ к шансу крита#~lg~+33%~/~ к критическому урону;Strikes himself or an ally with a lash with ~r~-75%~/~ Damage, activates ~lg~"Battle Rage"~/~ for ~w~10~/~ turns:##~lg~+25%~/~ Damage#~lg~+10%~/~ Crit Chance#~lg~+33%~/~ Crit Efficiency;抽打自己或战友，本次打击伤害~r~-75%~/~，触发~lg~战怒~/~，持续~w~10~/~个回合：##伤害~lg~+25%~/~#暴击几率~lg~+10%~/~#暴击效果~lg~+33%~/~;Schlägt sich selbst oder einen Verbündeten mit einer Peitsche mit ~r~-75%~/~ Schaden, aktiviert ~lg~"Kampfrausch"~/~ für ~w~10~/~ Runden:##~lg~+25%~/~ Schaden#~lg~+10%~/~ Krit. Chance#~lg~+33%~/~ Krit. Effizienz;;;;;Trafia rzucającego lub sojusznika za pomocą bicza zadając ~r~-75%~/~ Obrażeń. Aktywuje ~lg~"Szał Bitewny"~/~ na ~w~10~/~ tur:##~lg~+25%~/~ Obrażeń#~lg~+10%~/~ szansy na obr. Krytyczne#~lg~+33%~/~ Skuteczności obr. Krytycznych;
