Номера по спискам;Русский;English;中文;Deutsch;Español;Français;Italiano;Polski
Golden Saphire Ring;Инкрустировано искусно обработанным сапфиром. Мечта любого начинающего чародея.;Set with a masterfully cut sapphire, this ring is a dream of every novice magician.;嵌了一颗切割精细的蓝宝石，刚入门的魔法师都想有这么一枚戒指。;Mit einem meisterhaft geschliffenen Saphir besetzt, ist dieser Ring ein Traum jedes Zauberanfängers.;;;;Przepięknie oszlifowany szafir, ten pierścień jest snem każdego początkującego magika.
Bronze Ring With Amethyst;Для знатной дамы - простецкое кольцо с дешёвым самоцветом. Для дочери небогатого простолюдина - неслыханная роскошь и величайшее сокровище.;For a noblewoman it's a boring ring with a cheap gem. For a poor commoner's daughter - an incredible luxury and her greatest treasure.;只有一颗廉价宝石，贵族女辈肯定看不上这种戒指，但对穷苦家庭的女人而言，没有什么东西比它还要金贵。;Für eine Adlige ist es ein langweiliger Ring mit einem billigen Edelstein. Für eine arme Bürgerstochter - ein unglaublicher Luxus und ihr größter Schatz.;;;;Dla szlachetnie urodzonej kobiety ten nudny pierścień ma tani kamień. Dla biednej córki przeciętnego mieszkańca - to niesamowity luksus i największy skarb.
Silver Ring With Topaz;Топаз и серебро - очень изысканное сочетание.;Topaz and silver is quite an exquisite combination.;黄玉配银器，精致又雅观。;Topas und Silber ist eine ganz exquisite Kombination.;;;;Topazy i srebro to całkiem znakomita kombinacja.
Golden Patterned Ring;Удивительно, как может преобразиться обычное золотое кольцо в руках умелого мастера.;It's rather impressive how much a simple gold ring can transform in the hands of a skilled craftsman.;简简单单的一枚金戒指，到了能工巧匠手里，竟然能变成这样，真是不可思议。;Es ist ziemlich beeindruckend, wie sehr sich ein einfacher Goldring in den Händen eines geschickten Handwerkers verwandeln kann.;;;;To niesamowite jak bardzo złoto może zmienić się w coś cudownego w rękach utalentowanego jubilera.
Golden Fancy Ring;Внешний ободок покрыт изящным орнаментом - излюбленный приём маэнских ювелиров.;The outer rim is decorated with an elegant pattern - a technique favored by the jewelers of Maen.;戒指外环刻了某种精美的图案，曼恩的珠宝匠人非常爱用这种工艺。;Der äußere Rand ist mit einem eleganten Muster verziert - eine Technik, die von den Juwelieren von Maen bevorzugt wird.;;;;Zewnętrzna krawędź pierścienia udekorowana jest eleganckim wzorem - techniką lubianą przez jubilerów z Maen.
Golden Ruby Ring;Похожие перстни-печатки любят носить важные шишки из Великого Магистрата.;Signet rings are often worn by bigwigs from the Great Magistrate.;戴印章戒指的一般都是城市联盟的重要人物。;Siegelringe werden oft von hohen Tieren aus dem Großen Magistrat getragen.;;;;Takie sygnety noszą najczęściej grube ryby z Wielkiego Magistratu.
Magnar's Eye;Об этом загадочном Магнаре в летописях сохранилось всего одно короткое упоминание: "он всегда был начеку".;This mysterious Magnar fellow is only ever mentioned in the chronicles once: "He was ever vigilant".;这个麦格纳很神秘，史书只提过他一次：“他一直都很警惕。”;Dieser mysteriöse Magnar Kerl wird in den Chroniken nur einmal erwähnt: "Er war immer wachsam".;;;;Tajemniczy gość imieniem Magnar został tylko raz wspomniany w kronikach jako: "Był zawsze czujny".
Verren Ring;Загадочный подарок от Веррена. Он уверен, что оно сможет вам пригодиться... Но каким образом?;A mysterious gift from Verren. He assured you it will come in handy... But how?;维伦给你的神秘礼物，他说你后面肯定用得到它……不知道是什么意思。;Ein geheimnisvolles Geschenk von Verren. Er versicherte dir, dass es sich als nützlich erweisen wird... Aber wie?;;;;Tajemniczy podarek od Varrena. Zapewnił cię, że będzie przydatny... Tylko jak?
;;;;;;;;
Copper Chain;Цепочки из меди в Альдоре часто носят и как украшения, и как обереги.;In Aldor copper chains are as much a jewelry as they are protective charms. ;在奥尔多，铜链既是首饰，也能护身。;In Aldor sind Kupferketten sowohl ein Schmuckstück als auch ein Schutzzeichen. ;;;;W Aldor miedziane naszyjniki są taką samą biżuterią jak amulety na szczęście.
Ruby Necklace;Рубин особенно красиво переливается в солнечных лучах.;The ruby shines the prettiest under the direct sunlight. ;这颗红宝石在阳光直射下的光泽最好看。;Der Rubin glänzt am schönsten unter dem direkten Sonnenlicht. ;;;;Rubin zdaje się jeszcze piękniejszy pod idealnie padającymi promieniami słońca.
Sapphire Pendant;Начинает тихонько звенеть недалеко от источников магии.;It rings quietly near sources of magic.;附近有魔力源的时候，这个东西就会发出轻轻的鸣响。;Er klingelt leise in der Nähe von Quellen der Magie.;;;;Delikatnie dzwoni w poblizu źródeł magii.
Fang Amulet;Выдающийся образчик гоблинских изящных искусств.;An outstanding example of goblin fine arts.;出色体现了哥布林艺术的特点。;Ein herausragendes Beispiel der feinen Goblinkunst.;;;;Niesamowite dzieło goblińskiej sztuki jubilerskiej.
Phylactery;Пристанище чьей-то души, заключенной в кристалл особым ритуалом. С тёмной магией следует быть настороже...;Someone's soul is encased in this crystal by an arcane ritual. Be on your guard when dealing with dark magic...;这颗水晶里面封着某个人的灵魂，大概用了某种不为人知的法术。接触黑暗魔法的时候，千万要小心……;Die Seele von jemandem ist in diesem Kristall durch ein geheimnisvolles Ritual eingeschlossen. Sei auf der Hut, wenn es um dunkle Magie geht...;;;;Czyjaś dusza zaklęta jest w tym krysztale dzięki potężnemu zaklęciu. Strzeż się w trakcie zadawania z czarną magią...
Pearl Necklace;На это ожерелье ушёл не самый лучший жемчуг, но оно все равно стоит неплохих денег.;This necklace is not made of the best pearls, but it still costs quite a bit.;这根项链用的不是最好的珍珠，不过价格也不低。;Diese Halskette ist nicht aus den besten Perlen gemacht, aber sie kostet immer noch eine Menge.;;;;Ten naszyjnik nie jest zrobiony z najlepszych kamieni, ale wciąż jest nieco wart.
Pagan Necklace;Этому недоброму амулету не одна и не две сотни лет.;This sinister amulet is older than a century or two.;这个护符阴森狰狞，至少有一两百年的历史了。;Dieses finstere Amulett ist älter als ein oder zwei Jahrhunderte.;;;;Ten złowrogo wyglądający amulet jest starszy niż stulecie, albo dwa.
Jorgrim Amulet;Покрыт искусно вырезанными символами- пожалуй, даже чересчур искусно для дварфийской вещицы. Об истории амулета Йоргрим предпочитает не распространяться.;Its surface is skillfully engraved with symbols. Perhaps even too skillfully for a piece of dwarven jewelry. Jorgrim doesn't speak much about this amulet's origins.;表面刻了一些图案和符号，刀工精湛，精湛到不像矮人制作的首饰了。约戈里姆没怎么说过这块护符是哪里来的。;Seine Oberfläche ist geschickt mit eingravierten Symbolen versehen. Vielleicht sogar zu gekonnt für ein Zwergenschmuckstück. Jorgrim spricht nicht viel über die Herkunft dieses Amuletts.;;;;Powierzchnia bardzo dokładnie grawerowana symbolami. Może nawet za dokładnie jak na kawałek krasnoludzkiej błyskotki. Jorgrim nie mówił wiele o jego pochodzeniu.
;armor_desc_end;armor_desc_end;armor_desc_end;armor_desc_end;;;;armor_desc_end
